,question,CHAPTER,CLASS,CUSTOM,TOPIC,SUBJECT,BLOOM_TAXONOMY,CURRICULUM
84432,"<p>Following are the weights (in&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">k</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>) of 10 new born babies in a hospital on a particular day:&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>3.4</mn>&nbsp;<mo>,</mo>&nbsp;<mn>3.6</mn>&nbsp;<mo>,</mo>&nbsp;<mn>4.2</mn>&nbsp;<mo>,</mo>&nbsp;<mn>4.5</mn>&nbsp;<mo>,</mo>&nbsp;<mn>3.9</mn>&nbsp;<mo>,</mo>&nbsp;<mn>4.1</mn>&nbsp;<mo>,</mo>&nbsp;<mn>3.8</mn>&nbsp;<mo>,</mo>&nbsp;<mn>4.5</mn>&nbsp;<mo>,</mo>&nbsp;<mn>4.4</mn>&nbsp;<mo>,</mo>&nbsp;<mn>3.6</mn>&nbsp;</math>Find the mean&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mover><mi>X</mi>&nbsp;<mo stretchy=""false"">¯</mo>&nbsp;</mover></mrow></math></p>",Data handling 2,7,RD Sharma,,Mathematics,Understanding,CBSE
19660,"<p>Find vector and Cartesian equations of the line that passes through the points&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo stretchy=""false"">(</mo>&nbsp;<mn>3</mn>&nbsp;<mo>,</mo>&nbsp;<mo>−</mo>&nbsp;<mn>2</mn>&nbsp;<mo>,</mo>&nbsp;<mo>−</mo>&nbsp;<mn>5</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo stretchy=""false"">(</mo>&nbsp;<mn>3</mn>&nbsp;<mo>,</mo>&nbsp;<mo>−</mo>&nbsp;<mn>2</mn>&nbsp;<mo>,</mo>&nbsp;<mn>6</mn>&nbsp;<mo stretchy=""false"">)</mo></math></p>",Three dimensional geometry,12,NCERT,,Mathematics,Understanding,CBSE
28272,<p>test</p>,,10,,,,,
73160,<p>Calculate the culrent flowing through a wire of resistance 5 Ohm connected to a battery of potential difference 3 V.</p>,Current Electricity,10,"vc,hjdvs,c",,Physics,Understanding,ICSE
33448,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><msubsup><mo data-mjx-texclass=""OP"">∫</mo>&nbsp;<mrow><mn>0</mn>&nbsp;</mrow><mrow><mfrac><mn>1</mn>&nbsp;<mn>8</mn>&nbsp;</mfrac></mrow></msubsup><mfrac><mrow><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</mrow><mrow><mn>1</mn>&nbsp;<mo>+</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>cot</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mn>4</mn>&nbsp;<mi>π</mi>&nbsp;<mi>x</mi>&nbsp;<msup><mo stretchy=""false"">)</mo>&nbsp;<mrow><msqrt><mn>2</mn>&nbsp;</msqrt></mrow></msup></mrow></mfrac><mo>=</mo></math></p>", Definite Integrals,12,jee mains,,Mathematics,Understanding,JEE Main
35115,"<ol><li>Find the sum:&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo stretchy=""false"">(</mo>&nbsp;<mo>−</mo>&nbsp;<mn>7</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>+</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mo>−</mo>&nbsp;<mn>9</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>+</mo>&nbsp;<mn>4</mn>&nbsp;<mo>+</mo>&nbsp;<mn>16</mn></math></li></ol>",integers,6,ncert,,Mathematics,Remebering,CBSE
38939,"<ol><li>The temperature coefficient&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mfrac><mrow><mi mathvariant=""normal"">∂</mi>&nbsp;<mi>E</mi>&nbsp;</mrow><mrow><mi mathvariant=""normal"">∂</mi>&nbsp;<mi>T</mi>&nbsp;</mrow></mfrac><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow><mrow><mi>P</mi>&nbsp;</mrow></msub></math>for a given cell is&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1.5</mn>&nbsp;<mo>×</mo>&nbsp;<msup><mn>10</mn>&nbsp;<mrow><mo>−</mo>&nbsp;<mn>4</mn>&nbsp;</mrow></msup><msup><mrow><mi mathvariant=""normal"">J</mi>&nbsp;<mi mathvariant=""normal"">K</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msup></math>at&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>300</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">K</mi>&nbsp;</mrow><mo>.</mo>&nbsp;</math>The change in entropy during cell reaction:&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">P</mi>&nbsp;<mi mathvariant=""normal"">b</mi>&nbsp;</mrow><mo stretchy=""false"">(</mo>&nbsp;<mrow><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mo stretchy=""false"">)</mo>&nbsp;<mo>+</mo>&nbsp;<msub><mrow><mi mathvariant=""normal"">H</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">l</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mo stretchy=""false"">(</mo>&nbsp;<mrow><mi mathvariant=""normal"">a</mi>&nbsp;<mi mathvariant=""normal"">q</mi>&nbsp;</mrow><mo stretchy=""false"">)</mo>&nbsp;<mo stretchy=""false"">→</mo>&nbsp;<msub><mrow><mi mathvariant=""normal"">P</mi>&nbsp;<mi mathvariant=""normal"">b</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">l</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mo stretchy=""false"">(</mo>&nbsp;<mrow><mi mathvariant=""normal"">a</mi>&nbsp;<mi mathvariant=""normal"">q</mi>&nbsp;</mrow><mo stretchy=""false"">)</mo>&nbsp;<mo>+</mo>&nbsp;<mrow><mi mathvariant=""normal"">H</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;</mrow><mo stretchy=""false"">(</mo>&nbsp;<mrow><mi mathvariant=""normal"">I</mi>&nbsp;</mrow><mo stretchy=""false"">)</mo></math></li></ol>", Electrochemistry ,11,Jee main,,Chemistry,Understanding,JEE Main
58423,<ol><li>A book of maps is called</li></ol>,Globe and Maps,5,NCERT,,Social Science,Remebering,CBSE
76873,"<p>In each of the following, fill in the blanks, so that the statement is true:<br>&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>9</mn>&nbsp;<mo>×</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>10000</mn>&nbsp;<mo>+</mo>&nbsp;<mo>…</mo>&nbsp;<mo>.</mo>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mn>98766</mn></math></p>",Operation on Whole Numbers,6,RD Sharma,,Mathematics,,CBSE
56581,"<p>For the reduction of silver ions with copper metal the standard cell potential was found to be&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>+</mo>&nbsp;<mn>0.46</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">V</mi>&nbsp;</mrow></math>at&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mn>25</mn>&nbsp;<mrow><mo>∘</mo>&nbsp;</mrow></msup><mrow><mi mathvariant=""normal"">C</mi>&nbsp;</mrow></math>. The value of standard&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">G</mi>&nbsp;<mi mathvariant=""normal"">i</mi>&nbsp;<mi mathvariant=""normal"">b</mi>&nbsp;<mi mathvariant=""normal"">b</mi>&nbsp;<mi mathvariant=""normal"">s</mi>&nbsp;</mrow></math>energy,&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">Δ</mi>&nbsp;<msup><mrow><mi mathvariant=""normal"">G</mi>&nbsp;</mrow><mrow><mo>∘</mo>&nbsp;</mrow></msup></math>will be&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mrow><mi mathvariant=""normal"">F</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mn>96500</mn>&nbsp;<mrow><mi mathvariant=""normal"">C</mi>&nbsp;</mrow><msup><mrow><mi mathvariant=""normal"">m</mi>&nbsp;<mi mathvariant=""normal"">o</mi>&nbsp;<mi mathvariant=""normal"">l</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msup><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow></math></p>",Electrochemistry,12,NCERT EXEMPLAR,,Chemistry,Remebering,CBSE
91510,<p>Find the tens digit of the cube root of each of the numbers in Q.No.15.</p><p>226981</p>,cube and cube roots,8,RD Sharma,,Mathematics,,CBSE
93230,"<p>Identify the terms, their coefficients for each of the following expressions:</p><p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>9</mn>&nbsp;<mo>−</mo>&nbsp;<mi>a</mi>&nbsp;<mi>b</mi>&nbsp;<mo>+</mo>&nbsp;<mi>b</mi>&nbsp;<mi>c</mi>&nbsp;<mo>−</mo>&nbsp;<mi>c</mi>&nbsp;<mi>a</mi></math></p>",Algebraic Expressions and identities,8,RD Sharma,,Mathematics,,CBSE
41610,<p>Archegoniate plants belong to:</p>,Plant Kingdom,11,,,Biology,Understanding,NEET
29006,"<ol><li>The number of elements in the set&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">{</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>a</mi>&nbsp;<mo>,</mo>&nbsp;<mi>b</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>:</mo>&nbsp;<mn>2</mn>&nbsp;<msup><mi>a</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<mn>3</mn>&nbsp;<msup><mi>b</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>=</mo>&nbsp;<mn>35</mn>&nbsp;<mo>,</mo>&nbsp;<mi>a</mi>&nbsp;<mo>,</mo>&nbsp;<mi>b</mi>&nbsp;<mo>∈</mo>&nbsp;<mi>Z</mi>&nbsp;<mo data-mjx-texclass=""CLOSE"">}</mo>&nbsp;</mrow></math>, where&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>Z</mi>&nbsp;</math>is the set of all&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""bold"">A</mi>&nbsp;</mrow></math>integers, is</li></ol>",sets,12,jee mains,,Mathematics,Understanding,JEE Main
77522,<p>What is the difference between growth and development?</p>,India Human Development,12,NCERT,,Geography,Understanding,CBSE
2623,"<p>A line passes through <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mo stretchy=""true"" form=""prefix"">(</mo><msub><mi>x</mi><mi>p</mi></msub><mo>,</mo><msub><mi>y</mi><mn>1</mn></msub><mo stretchy=""true"" form=""postfix"">)</mo></mrow><annotation encoding=""application/x-tex"">\left(x_{p}, y_{1}\right)</annotation></semantics></math> and <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mrow><mo stretchy=""true"" form=""prefix"">(</mo><mi>h</mi><mo>,</mo><mi>k</mi><mo stretchy=""true"" form=""postfix"">)</mo></mrow><mi>.</mi></mrow><annotation encoding=""application/x-tex"">(h, k) .</annotation></semantics></math> If slope of the line is <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mi>m</mi><annotation encoding=""application/x-tex"">m</annotation></semantics></math>, show that<br />
<math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mover><mi>k</mi><mo accent=""true"">̂</mo></mover><mo>−</mo><msub><mi>y</mi><mn>1</mn></msub><mo>=</mo><mi>m</mi><mrow><mo stretchy=""true"" form=""prefix"">(</mo><mi>h</mi><mo>−</mo><msub><mi>x</mi><mn>1</mn></msub><mo stretchy=""true"" form=""postfix"">)</mo></mrow><mi>.</mi></mrow><annotation encoding=""application/x-tex"">\hat{k}-y_{1}=m\left(h-x_{1}\right) .</annotation></semantics></math></p>
",Straight Lines ,11,Mathematics NCERT ,Slope of a Line,,,
97289,"<p>If the teeth are not cleaned regularly, they become covered with a sticky yellowish layer W of food particles and bacteria. Since layer&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>W</mi>&nbsp;</math>covers the teeth, the alkaline liquid&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>X</mi>&nbsp;</math>secreted by glands&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>Y</mi>&nbsp;</math>inside the mouth cannot reach the teeth surface to neutralize the acid formed by the action of organisms&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>Z</mi>&nbsp;</math>on sugary food, and hence tooth decay sets in.<br>What is W known as?</p>",Life Processes,10,Lakhmir,,Biology,,CBSE
48206,"<p>Density of a liquid in CGS system is&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>0.625</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">g</mi>&nbsp;</mrow><mrow><mo>/</mo>&nbsp;</mrow><msup><mrow><mi mathvariant=""normal"">c</mi>&nbsp;<mi mathvariant=""normal"">m</mi>&nbsp;</mrow><mrow><mn>3</mn>&nbsp;</mrow></msup></math>. What is its magnitude in SI system?</p>",Units and Measurements,12,JEE Mains,,Physics,Understanding,JEE Main
90717,"<ol><li>A continuous band of radlation having all wavelengths from about&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1000</mn>&nbsp;<mrow data-mjx-texclass=""REL""><mover><mrow data-mjx-texclass=""OP""><mi>A</mi>&nbsp;</mrow><mrow><mo>∘</mo>&nbsp;</mrow></mover></mrow></math>to&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>10</mn>&nbsp;<mo>,</mo>&nbsp;<mn>000</mn>&nbsp;<mrow data-mjx-texclass=""REL""><mover><mrow data-mjx-texclass=""OP""><mi>A</mi>&nbsp;</mrow><mrow><mn>0</mn>&nbsp;</mrow></mover></mrow></math>is passed through a gas of monoatomic hydrogen. In the emission spectrum, one can observe the entire:</li></ol>",Atoms ,12,NEET,,Physics,Applying,NEET
12752,<p>the raw form of jaggery is</p>,ch 1,,eco,,,,
81603,"<ol><li><math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>K</mi>&nbsp;<mrow><mn>1</mn>&nbsp;</mrow></msub></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>K</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msub></math>are equilibrium constant for reactions (i) and (ii)</li></ol><p><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block""><mtable columnalign=""left"" columnspacing=""1em"" rowspacing=""4pt""><mtr><mtd><msub><mrow><mi mathvariant=""normal"">N</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mo stretchy=""false"">(</mo>&nbsp;<mi>g</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>+</mo>&nbsp;<msub><mrow><mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mo stretchy=""false"">(</mo>&nbsp;<mi>g</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo data-mjx-alternate=""1"" stretchy=""false"">⇌</mo>&nbsp;<mn>2</mn>&nbsp;<mrow><mi mathvariant=""normal"">N</mi>&nbsp;<mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mo stretchy=""false"">(</mo>&nbsp;<mi>g</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>…</mo>&nbsp;<mtext>(i)&nbsp;</mtext></mtd></mtr><mtr><mtd><mrow><mi mathvariant=""normal"">N</mi>&nbsp;<mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mo stretchy=""false"">(</mo>&nbsp;<mi>g</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo data-mjx-alternate=""1"" stretchy=""false"">⇌</mo>&nbsp;<mfrac><mn>1</mn>&nbsp;<mn>2</mn>&nbsp;</mfrac><msub><mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">N</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mo stretchy=""false"">(</mo>&nbsp;<mi>g</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>+</mo>&nbsp;<mfrac><mn>1</mn>&nbsp;<mn>2</mn>&nbsp;</mfrac><msub><mrow><mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mo stretchy=""false"">(</mo>&nbsp;<mi>g</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>…</mo>&nbsp;<mtext>(ii)&nbsp;</mtext></mtd></mtr></mtable></math></p><p>&nbsp;</p>",Equilibrium,12,NEET Exam,,Chemistry,Understanding,JEE Main
91496,"<p>If&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi>&nbsp;<mo>=</mo>&nbsp;</math>(letters of word INTEGRITY) and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>B</mi>&nbsp;<mo>=</mo>&nbsp;</math>(letters of word RECKONING), find</p><p>(i)&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi>&nbsp;<mo>∪</mo>&nbsp;<mi>B</mi>&nbsp;</math><br>(ii)&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi>&nbsp;<mo>∩</mo>&nbsp;<mi>B</mi>&nbsp;</math><br>(iii)&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi>&nbsp;<mo>−</mo>&nbsp;<mi>B</mi>&nbsp;</math><br>(iv)&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>B</mi>&nbsp;<mo>−</mo>&nbsp;<mi>A</mi>&nbsp;</math><br>Also verify that:<br>(a)&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo>∪</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>+</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>−</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo>∩</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math><br>(b)&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo>−</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo>∪</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>−</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>−</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo>∪</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math><br>(c)&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>B</mi>&nbsp;<mo>−</mo>&nbsp;<mi>A</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo>∪</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>−</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>−</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo>∩</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math><br>(d)&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo>∪</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo>−</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>+</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>B</mi>&nbsp;<mo>−</mo>&nbsp;<mi>A</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>+</mo>&nbsp;<mi>n</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo>∩</mo>&nbsp;<mi>B</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math>.</p>",Operations on Sets Ven Diagrams,8,ML Aggarwal,,Mathematics,,ICSE
63359,<p>Stereochemistry of the product are:</p>,Hydrocarbons,12,NEET,,Chemistry,Understanding,NEET
86660,"<p>In the circult diagram glven in Fig. 12.10, suppose the resistors&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>R</mi>&nbsp;<mrow><mi>l</mi>&nbsp;</mrow></msub></math>,&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>R</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msub></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>R</mi>&nbsp;<mrow><mn>3</mn>&nbsp;</mrow></msub></math>have the values&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>5</mn>&nbsp;<mi mathvariant=""normal"">Ω</mi>&nbsp;<mo>,</mo>&nbsp;<mn>10</mn>&nbsp;<mi mathvariant=""normal"">Ω</mi>&nbsp;<mo>,</mo>&nbsp;<mn>30</mn>&nbsp;<mi mathvariant=""normal"">Ω</mi>&nbsp;</math>, respectively, which have been connected to a battery of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>12</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">V</mi>&nbsp;</mrow></math>. Calculate (a) the current through each resistor, (b) the total current in the circuit, and (c) the total circult resistance.</p>",1,1,1,ABC,Mathematics,Creating,CBSE
11599,<p>Two H atoms in the ground state collide inelastically. The maximum amount by which their combined kinetic energy is reduced is</p>,Atoms,12,NCERT Exemplar Physics,,,,
24013,"<p>The following reaction is used for the preparation of oxygen gas in the laboratory&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn>&nbsp;<msub><mrow><mi mathvariant=""normal"">K</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">l</mi>&nbsp;<mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub></math>(s)&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mtext>Hat&nbsp;</mtext><mtext>Catalyst&nbsp;</mtext></mfrac><mn>2</mn>&nbsp;<mrow><mi mathvariant=""normal"">K</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">l</mi>&nbsp;</mrow><mo stretchy=""false"">(</mo>&nbsp;<mrow><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mo stretchy=""false"">)</mo>&nbsp;<mo>+</mo>&nbsp;<mn>3</mn>&nbsp;<msub><mrow><mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mo stretchy=""false"">(</mo>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">g</mi>&nbsp;</mrow><mo stretchy=""false"">)</mo>&nbsp;</math><br>Which of the following statement(s) is(are) correct about the reaction?</p>",chemical reactions and equations,10,ncert exemplar,,Science,Remebering,CBSE
12106,<p>Difference between Virus and Virold is</p>,Biological Classification,11,NCERT Biology Exemplar,,,,
38768,<p>State true or false:<br>The sum of the numbers remains the same even if they are added in any order.</p>,Addition,4,NCERT,,Mathematics,Remebering,CBSE
